nf_topo_id,severity_id,asp,dem,slope
1,1,West,1532,0
2,2,East,2327,32
3,5,West,1592,0
4,7,East,2237,32
5,8,West,1413,0
6,9,East,1957,22
7,11,South,1523,0
8,12,North,1659,22
9,14,South,1521,0
10,17,North,1519,0
11,19,North,1875,22
12,20,East,1695,64
13,24,North,1850,22
14,25,South,2534,22
15,26,North,1482,0
16,30,West,1582,0
17,31,West,1515,22
18,33,East,1832,64
19,37,West,1802,32
20,39,West,1298,0
21,40,West,1630,22
22,41,East,2335,44
23,42,West,1628,0
24,43,West,2162,44
25,44,South,2138,64
26,45,West,1987,22
27,46,North,1581,32
28,47,West,1864,32
29,49,West,1622,0
30,51,North,1495,0
31,54,North,2295,22
32,55,East,1366,0
33,56,South,1718,22
34,57,North,1708,22
35,58,East,1885,44
36,61,East,1424,22
37,64,North,1571,22
38,65,South,2719,22
39,67,East,2403,44
40,69,West,1884,44
41,70,West,1453,0
42,73,West,1366,0
43,75,East,1714,44
44,76,South,1904,22
45,78,East,1789,22
46,79,West,1640,0
47,80,East,2033,0
48,81,South,1916,22
49,86,North,1566,0
50,87,West,1990,22
51,88,South,1942,22
52,90,West,1445,0
53,93,East,1537,22
54,95,East,1838,32
55,96,South,2079,32
56,97,South,2743,32
57,99,South,1754,0
58,100,West,1574,22
59,102,North,1626,44
60,104,East,1734,22
61,106,South,1588,32
62,110,East,1631,22
63,112,East,3101,22
64,115,South,1492,0
65,117,South,1307,0
66,118,North,1858,22
67,120,West,1450,0
68,122,West,1607,0
69,124,North,2091,32
70,125,North,2161,22
71,127,North,1572,64
72,128,South,1372,0
73,130,South,1570,32
74,134,South,1652,64
75,136,North,1659,22
76,138,East,2172,22
77,139,West,1688,0
78,140,West,1734,0
79,141,North,1939,32
80,143,North,1472,0
81,144,North,1883,22
82,145,North,1543,0
83,148,West,1322,0
84,149,North,1455,0
85,155,West,1500,0
86,159,East,1548,44
87,160,North,1732,32
88,161,East,2509,22
89,162,South,1560,22
90,163,West,1893,22
91,166,South,1750,22
92,167,South,1579,0
93,168,West,2110,22
94,170,West,1831,22
95,171,West,1505,0
96,172,West,1619,22
97,173,East,1992,64
98,175,East,2006,0
99,177,West,2579,22
100,178,North,1458,0
101,179,East,1431,22
102,181,South,1340,0
103,184,South,1784,22
104,185,North,1756,32
105,187,West,2154,32
106,190,South,1573,0
107,192,North,1874,22
108,194,East,2507,22
109,197,North,1792,22
110,202,South,2425,44
111,203,North,1763,44
112,204,South,1647,0
113,205,East,2550,90
114,206,North,1847,0
115,210,South,2184,0
116,211,North,1606,0
117,212,East,1917,22
118,214,East,1821,22
119,220,South,2786,22
120,221,East,1334,22
121,223,West,1720,0
122,225,West,1674,22
123,226,South,1415,0
124,227,South,1826,0
125,228,East,2042,32
126,229,East,1969,64
127,233,South,1814,22
128,234,South,2117,44
129,235,North,1701,22
130,236,West,2775,0
131,237,East,2017,32
132,240,West,1991,0
133,244,East,1449,0
134,248,West,1597,22
135,249,East,1514,22
136,250,West,2065,22
137,251,East,2077,22
138,252,North,1945,22
139,253,West,1372,0
140,254,East,1613,22
141,255,South,1782,32
142,257,North,1553,0
143,258,East,1196,22
144,259,South,2117,32
145,260,South,2481,22
146,261,North,1604,0
147,262,North,1545,0
148,264,North,1634,22
149,267,West,2085,22
150,268,East,1284,0
151,269,South,2052,22
152,272,North,1377,0
153,274,West,1980,22
154,275,East,2212,64
155,276,South,1607,0
156,279,East,1891,22
157,286,West,1835,32
158,287,East,2337,22
159,288,West,1629,22
160,292,South,1335,0
161,296,North,2466,22
162,298,West,1972,22
163,299,East,2244,44
164,302,East,1676,22
165,305,South,1493,0
166,307,West,2052,22
167,320,South,2188,44
168,324,South,1685,22
169,327,North,1505,0
170,328,East,2434,0
171,329,South,2122,22
172,331,South,2119,22
173,332,South,2806,22
174,334,North,1517,0
175,336,South,1545,22
176,338,East,2852,0
177,339,South,1326,0
178,341,West,1592,0
179,344,South,1604,22
180,345,West,1668,32
181,347,East,2308,64
182,349,West,2235,22
183,350,East,2429,64
184,352,North,1645,0
185,354,East,1585,32
186,357,North,1515,22
187,358,North,1721,32
188,359,South,2190,22
189,364,East,1407,0
190,365,East,1569,22
191,367,East,2241,32
192,368,North,1371,0
193,369,South,2064,22
194,372,South,2442,0
195,373,South,1665,0
196,374,East,1897,32
197,376,West,1581,22
198,377,East,1634,22
199,378,East,1977,0
200,379,North,1514,22
201,380,East,1497,22
202,381,East,1578,32
203,383,West,1336,0
204,384,East,1790,0
205,385,West,1641,0
206,389,South,1557,0
207,390,South,1758,22
208,394,South,1365,0
209,395,South,1574,44
210,396,West,2257,32
211,398,East,1651,22
212,400,South,1600,22
213,401,South,3038,22
214,403,South,1821,0
215,404,South,2107,22
216,405,East,2079,32
217,406,East,1527,32
218,407,East,2139,32
219,408,East,1584,22
220,410,South,2139,22
221,413,South,1404,0
222,414,West,1337,0
223,415,South,1464,0
224,416,North,2051,0
225,417,South,1313,0
226,420,North,1491,22
227,421,West,1756,44
228,422,West,2028,0
229,423,East,1448,22
230,427,West,1618,0
231,428,North,1602,0
232,430,North,1730,64
233,431,West,1995,44
234,432,South,1899,32
235,433,South,1753,0
236,434,East,1583,32
237,435,South,1707,0
238,437,West,2085,32
239,439,West,1433,22
240,441,South,2808,0
241,443,North,1904,22
242,450,East,1724,22
243,451,East,2499,0
244,452,South,1728,44
245,453,West,2101,0
246,455,West,1727,0
247,457,East,1560,0
248,458,East,1671,22
249,460,South,1365,0
250,461,North,2006,22
251,464,South,2453,22
252,465,South,1708,22
253,466,West,1606,22
254,470,West,1332,0
255,472,South,2672,22
256,473,West,2833,32
257,474,East,1784,22
258,475,East,1194,0
259,477,East,2216,64
260,482,West,1372,0
261,483,West,1569,0
262,484,East,1630,32
263,485,West,2236,0
264,487,South,1655,22
265,492,North,2381,44
266,493,East,2231,32
267,494,South,1441,0
268,496,East,2233,32
269,498,West,1355,0
270,499,West,1450,0
271,500,West,1637,0
272,501,West,1453,0
273,502,North,1713,0
274,503,North,1677,0
275,507,West,1367,0
276,508,South,1461,0
277,510,West,1325,0
278,511,North,1932,44
279,513,East,1615,22
280,515,West,1622,0
281,517,East,1525,32
282,518,East,1509,44
283,523,South,1861,22
284,526,South,1832,32
285,527,East,2043,32
286,531,North,1369,0
287,532,East,1487,22
288,537,North,1881,0
289,539,West,1985,64
290,541,North,1353,22
291,549,North,1462,22
292,550,East,2060,44
293,551,South,1804,22
294,553,West,1512,0
295,554,West,1938,22
296,555,North,1479,22
297,557,East,1947,32
298,558,South,1467,0
299,559,East,1779,22
300,560,West,1545,0
301,563,West,1388,0
302,564,North,1539,0
303,565,North,2624,44
304,570,East,1837,22
305,579,West,1629,0
306,580,North,1532,22
307,582,West,1320,0
308,584,North,1568,0
309,585,South,1532,0
310,586,South,1397,0
311,587,East,1516,0
312,588,East,2119,64
313,590,East,1699,22
314,591,North,2465,22
315,592,West,1803,32
316,593,South,1769,32
317,599,South,1636,0
318,602,East,1111,22
319,604,West,2094,22
320,605,East,1889,44
321,606,West,1660,22
322,607,West,1398,0
323,612,South,1876,32
324,615,East,1449,0
325,616,North,1933,0
326,617,West,1344,0
327,618,East,2076,22
328,621,West,1455,0
329,622,West,1350,0
330,623,South,1363,0
331,625,North,1888,22
332,627,South,1314,0
333,628,West,1569,0
334,629,East,1633,0
335,631,North,1808,44
336,638,East,1599,22
337,639,West,1552,0
338,641,West,1607,22
339,642,West,1564,0
340,644,North,1854,32
341,645,West,1432,32
342,646,South,1330,0
343,648,North,2412,32
344,649,East,1633,0
345,650,West,1600,0
346,652,West,1455,0
347,653,East,2376,32
348,655,North,1455,0
349,656,West,1602,22
350,659,South,1428,32
351,661,South,1905,32
352,662,South,1871,32
353,663,West,1340,0
354,664,West,1495,0
355,668,South,1386,0
356,672,North,2989,0
357,673,East,1242,0
358,674,West,2109,22
359,676,South,2279,64
360,677,East,2268,22
361,678,East,1582,0
362,679,West,1728,0
363,682,North,1594,32
364,686,South,1772,32
365,687,West,1315,0
366,689,South,1516,0
367,690,West,1423,0
368,692,West,1725,32
369,693,South,1298,0
370,694,North,1553,0
371,695,West,1574,22
372,696,West,1562,32
373,699,East,1950,22
374,701,South,1483,0
375,702,East,2178,22
376,704,East,2146,44
377,705,West,1847,22
378,706,East,1738,32
379,708,West,1341,0
380,709,West,1857,32
381,710,South,1393,0
382,712,West,2222,32
383,713,North,1777,44
384,717,East,1405,0
385,720,East,1983,64
386,722,North,1726,44
387,727,East,1485,22
388,729,East,1817,32
389,730,South,2045,22
390,736,North,1661,22
391,740,South,1856,44
392,741,South,1483,0
393,742,South,1791,0
394,743,East,1624,32
395,744,West,1319,0
396,746,West,1420,22
397,751,South,1415,22
398,752,South,1493,0
399,753,South,2190,44
400,754,East,1966,44
401,758,South,1639,0
402,760,East,1947,64
403,761,West,1657,0
404,762,South,2510,64
405,763,South,1415,0
406,764,East,1838,22
407,766,West,1918,44
408,769,East,1758,22
409,770,East,1697,0
410,771,North,2528,0
411,772,South,1482,22
412,775,South,1813,0
413,776,South,1398,22
414,777,West,1379,0
415,781,West,1714,22
416,782,East,1959,0
417,783,West,1373,22
418,784,East,1895,22
419,785,West,2011,22
420,786,West,2217,44
421,787,South,2177,44
422,788,South,2486,32
423,790,East,1720,0
424,791,West,1420,64
425,793,North,1596,32
426,795,West,1328,0
427,796,West,1538,22
428,804,East,1782,32
429,806,East,1414,22
430,810,West,2215,22
431,813,West,2468,44
432,814,East,1708,22
433,815,South,1597,22
434,816,North,1731,32
435,819,East,1797,22
436,822,North,1463,0
437,823,East,2556,44
438,824,West,2008,22
439,829,North,1519,22
440,830,West,1984,32
441,833,North,1865,22
442,834,South,1674,22
443,835,North,1531,32
444,836,East,1408,0
445,838,East,1345,32
446,840,East,2392,22
447,843,East,1519,0
448,844,South,1772,32
449,845,North,1481,0
450,846,South,1772,22
451,848,East,1842,22
452,849,North,1712,22
453,850,South,1471,0
454,851,East,1453,0
455,852,North,1404,0
456,854,West,1986,44
457,855,West,1384,0
458,858,East,2722,22
459,860,South,1501,22
460,862,West,1610,22
461,864,East,2105,0
462,865,East,1633,22
463,867,North,1940,22
464,871,South,1560,22
465,876,North,1335,0
466,878,East,1755,22
467,880,East,1734,44
468,882,East,1996,44
469,883,East,1582,0
470,884,West,2155,32
471,889,North,1830,0
472,890,East,2863,32
473,891,South,1463,0
474,892,West,1912,22
475,895,West,1843,32
476,899,East,1820,22
477,904,North,1593,32
478,906,South,1978,0
479,907,North,1743,64
480,909,South,1299,0
481,910,South,1941,32
482,912,South,1313,0
483,915,West,1425,32
484,916,West,1331,0
485,919,East,1833,22
486,920,West,1598,0
487,922,North,2022,22
488,923,West,1628,0
489,924,North,1698,22
490,925,East,1629,0
491,928,South,1871,44
492,929,North,1683,22
493,930,South,2228,32
494,933,East,1481,22
495,934,South,2513,44
496,935,North,1911,44
497,936,East,1455,0
498,938,South,1602,22
499,942,North,1608,0
500,944,North,1880,0
501,945,West,1379,0
502,946,East,1807,32
503,947,North,1624,32
504,948,East,1545,22
505,949,North,2284,32
506,950,South,1721,22
507,951,East,1476,0
508,952,South,1934,22
509,953,North,1448,0
510,955,North,1688,0
511,960,East,2024,22
512,961,North,1723,32
513,963,West,1558,32
514,964,South,1304,0
515,965,West,1404,0
516,967,South,1572,0
517,971,East,1744,0
518,972,North,1622,22
519,977,West,1659,0
520,980,West,1562,22
521,981,South,1789,22
522,983,South,1908,32
523,985,East,1817,44
524,986,East,1333,0
525,987,West,1775,22
526,988,East,1571,44
527,989,South,1365,0
528,990,South,1465,0
529,991,North,1620,0
530,995,North,1716,0
531,996,North,1487,0
532,997,West,1398,0
533,999,North,1340,0
534,1000,West,1452,0
535,1003,East,2467,32
536,1007,South,1716,44
537,1011,West,1814,22
538,1012,West,1719,22
539,1015,South,1643,0
540,1016,East,1826,22
541,1020,East,1728,22
542,1021,East,2442,64
543,1023,West,1658,0
544,1024,South,2068,44
545,1025,East,2163,44
546,1026,South,1934,32
547,1027,North,2499,32
548,1028,West,1425,0
549,1029,West,2397,32
550,1030,West,1661,32
551,1034,East,2212,22
552,1035,East,2249,22
553,1036,North,1672,22
554,1038,East,1476,0
555,1043,North,2445,22
556,1044,West,1776,44
557,1045,South,1649,22
558,1046,North,2093,0
559,1047,East,1293,0
560,1048,East,1791,32
561,1049,West,1541,0
562,1050,South,1976,22
563,1053,East,1796,0
564,1055,West,1714,0
565,1056,South,2673,32
566,1058,East,2014,32
567,1060,North,1497,0
568,1062,West,2174,22
569,1063,South,1712,44
570,1064,South,1830,22
571,1065,South,1830,22
572,1067,East,2253,44
573,1068,North,1565,0
574,1070,East,1901,22
575,1072,West,1745,0
576,1073,East,1717,22
577,1074,West,1495,0
578,1075,West,1871,22
579,1078,East,1924,32
580,1080,West,1500,0
581,1081,East,1448,0
582,1082,East,2809,22
583,1083,South,2246,22
584,1084,South,1615,0
585,1085,West,1642,44
586,1091,West,2678,64
587,1092,West,1832,64
588,1093,East,1971,44
589,1094,South,1649,0
590,1096,South,1460,0
591,1097,South,2180,22
592,1101,East,2197,22
593,1102,East,1425,0
594,1103,South,1662,32
595,1105,East,1960,0
596,1106,South,1900,0
597,1108,West,1778,0
598,1109,South,2446,22
599,1112,West,2077,22
600,1114,East,1538,22
601,1121,West,2701,0
602,1122,East,1545,0
603,1123,South,1457,0
604,1132,South,1342,0
605,1134,East,2045,22
606,1135,West,2212,0
607,1136,South,1738,22
608,1139,North,2122,22
609,1140,East,1629,22
610,1143,South,2500,44
611,1144,East,1828,22
612,1145,South,2821,22
613,1149,West,1768,22
614,1152,East,2138,32
615,1153,West,1791,0
616,1155,East,1985,22
617,1160,North,1470,0
618,1162,South,1675,0
619,1163,North,2785,22
620,1164,East,2922,22
621,1167,West,2258,22
622,1168,North,1525,0
623,1169,West,1431,0
624,1173,East,1843,0
625,1174,West,1643,44
626,1175,South,2151,44
627,1183,South,2083,32
628,1186,East,1693,22
629,1188,East,1790,0
630,1189,North,2103,44
631,1190,West,1933,64
632,1191,North,1379,0
633,1198,West,2176,0
634,1200,North,2098,22
635,1202,South,1872,32
636,1203,South,2636,44
637,1207,West,1285,22
638,1208,South,1967,22
639,1210,North,1553,0
640,1212,East,2067,44
641,1213,South,2062,32
642,1216,South,1795,64
643,1217,South,2328,44
644,1221,South,2421,44
645,1224,East,2743,0
646,1229,West,1327,0
647,1232,North,2220,32
648,1234,West,1298,0
649,1237,North,1703,22
650,1238,South,1672,0
651,1240,East,1533,22
652,1243,South,2032,32
653,1244,East,2528,64
654,1248,East,1906,22
655,1249,West,2169,22
656,1250,South,2019,32
657,1252,East,1388,22
658,1255,West,1696,32
659,1257,North,1630,22
660,1258,North,1708,32
661,1259,North,1740,22
662,1263,North,1307,0
663,1265,West,1612,22
664,1267,West,1682,0
665,1268,East,1315,22
666,1269,North,2512,0
667,1272,South,2053,32
668,1273,East,1819,0
669,1278,East,2704,0
670,1281,North,1463,0
671,1282,South,1490,0
672,1284,West,1757,32
673,1285,West,1417,0
674,1286,South,1350,0
675,1287,North,1465,0
676,1289,North,2323,32
677,1290,South,1640,0
678,1294,West,1520,22
679,1295,West,1616,22
680,1296,South,1348,22
681,1297,South,2780,32
682,1298,South,1680,22
683,1300,South,2504,32
684,1302,East,1842,22
685,1303,North,1726,0
686,1307,West,1318,0
687,1311,West,1639,0
688,1313,East,1789,22
689,1319,West,2270,44
690,1323,West,1488,0
691,1324,North,1930,64
692,1325,West,1696,44
693,1327,South,1592,44
694,1328,East,2095,0
695,1330,East,2216,22
696,1331,South,1296,0
697,1333,South,1880,32
698,1334,North,1841,22
699,1335,West,1895,22
700,1339,South,1519,22
701,1340,West,1879,44
702,1343,West,1836,32
703,1347,West,1710,44
704,1351,West,1584,0
705,1352,South,1416,0
706,1353,West,1494,0
707,1356,West,1935,32
708,1358,South,2093,32
709,1360,North,1493,32
710,1361,South,1590,22
711,1363,South,1760,0
712,1368,East,2167,22
713,1372,West,1476,0
714,1378,West,1307,0
715,1380,West,1299,0
716,1381,East,1315,0
717,1382,East,1561,0
718,1383,North,1819,22
719,1384,South,1448,0
720,1389,South,1580,0
721,1391,North,1452,0
722,1395,North,2157,32
723,1399,South,1887,44
724,1400,North,1156,0
725,1402,West,1245,0
726,1403,West,1454,0
727,1406,South,1791,0
728,1409,North,1779,0
729,1411,West,2207,22
730,1412,South,1822,44
731,1414,West,2091,22
732,1416,South,2624,64
733,1419,North,1535,0
734,1421,East,1561,32
735,1422,East,2066,0
736,1425,North,1656,0
737,1430,South,2166,64
738,1433,South,2528,22
739,1438,North,1474,0
740,1440,North,2182,22
741,1441,South,3048,22
742,1442,South,1639,32
743,1444,South,1764,22
744,1445,North,1625,32
745,1446,West,1607,0
746,1447,West,1754,44
747,1450,East,2124,22
748,1451,East,1975,32
749,1454,North,1779,22
750,1456,South,1516,0
751,1458,East,1786,44
752,1462,East,1649,0
753,1466,West,1744,22
754,1467,West,2150,22
755,1470,West,1976,22
756,1473,West,1653,0
757,1475,East,1921,22
758,1476,South,1453,0
759,1478,East,1602,0
760,1480,East,1831,22
761,1481,North,1714,32
762,1482,East,1519,22
763,1483,South,2036,22
764,1484,East,2679,44
765,1486,South,1451,0
766,1489,South,1727,0
767,1492,West,1318,0
768,1494,West,1718,0
769,1495,North,1422,22
770,1499,West,1812,0
771,1505,South,1560,22
772,1506,West,1827,44
773,1511,East,1974,22
774,1512,North,1869,32
775,1516,East,1411,22
776,1517,East,2340,22
777,1519,North,1472,0
778,1521,East,2203,22
779,1522,South,1456,0
780,1525,South,1976,22
781,1527,South,1372,0
782,1529,West,1471,0
783,1531,North,2770,22
784,1534,West,2764,22
785,1536,East,1643,32
786,1541,South,1582,0
787,1543,West,1752,22
788,1545,East,1464,0
789,1546,East,1607,0
790,1549,East,1861,22
791,1550,West,1678,22
792,1551,North,1558,44
793,1553,West,1355,0
794,1555,North,1550,22
795,1556,East,3122,32
796,1558,North,1504,0
797,1561,West,2176,44
798,1562,West,1662,22
799,1564,West,1892,22
800,1565,North,1662,22
801,1567,North,1990,44
802,1570,East,1818,32
803,1571,North,1447,32
804,1573,South,2270,0
805,1574,East,2238,32
806,1575,South,1915,44
807,1576,South,1330,0
808,1580,North,1530,22
809,1581,West,1598,32
810,1582,North,1568,0
811,1584,West,1680,32
812,1585,North,1345,0
813,1587,South,1482,0
814,1588,North,1567,0
815,1590,East,1735,32
816,1592,West,1398,0
817,1593,West,1544,0
818,1595,West,1449,0
819,1597,East,1948,22
820,1598,West,1826,0
821,1599,North,1807,32
822,1601,West,1612,32
823,1605,West,2138,22
824,1606,South,1964,22
825,1607,West,1550,0
826,1608,West,1627,0
827,1609,East,1728,0
828,1610,North,1373,0
829,1611,West,1752,32
830,1613,East,2098,22
831,1616,West,2110,22
832,1617,West,1310,0
833,1620,East,2114,22
834,1621,West,1558,22
835,1623,South,1821,22
836,1624,East,1463,0
837,1625,East,1833,32
838,1626,West,2064,0
839,1627,North,1686,0
840,1631,South,2279,64
841,1632,East,1403,22
842,1633,West,2554,32
843,1634,North,1577,44
844,1636,South,1991,32
845,1638,South,1633,32
846,1640,East,1739,22
847,1643,South,1448,0
848,1644,South,1959,32
849,1645,West,1454,0
850,1646,East,2231,44
851,1648,West,1468,22
852,1649,South,1510,0
853,1651,South,2587,44
854,1654,East,1474,22
855,1663,West,1589,0
856,1664,South,1455,0
857,1665,North,1730,44
858,1667,East,1461,22
859,1670,West,1688,22
860,1672,South,1712,0
861,1675,East,1312,0
862,1677,South,2470,44
863,1679,West,1596,22
864,1681,South,1831,22
865,1683,East,1532,22
866,1685,South,1395,32
867,1687,North,2099,22
868,1688,West,1705,44
869,1690,West,1466,0
870,1691,East,2239,22
871,1692,East,1683,22
872,1695,North,2014,22
873,1696,East,1925,22
874,1698,West,1781,44
875,1701,North,2322,22
876,1702,East,2548,64
877,1703,West,1631,44
878,1705,South,1839,22
879,1709,East,1603,22
880,1712,East,2260,32
881,1717,South,1824,22
882,1719,West,1837,64
883,1720,East,1434,22
884,1721,North,2076,22
885,1722,South,2120,22
886,1725,North,2186,44
887,1728,North,1848,22
888,1730,South,1860,32
889,1733,East,2816,22
890,1734,East,1681,0
891,1736,East,2112,22
892,1738,East,1615,0
893,1739,North,2833,32
894,1740,East,1769,0
895,1741,South,2328,22
896,1742,West,2448,90
897,1743,South,1873,64
898,1744,North,1341,22
899,1745,West,1948,32
900,1746,South,1326,0
901,1747,West,1604,0
902,1749,North,1665,22
903,1750,North,1375,0
904,1753,East,1925,22
905,1755,North,1722,22
906,1756,West,1661,0
907,1757,South,2095,0
908,1759,South,1675,22
909,1761,East,1901,22
910,1763,East,1536,0
911,1764,West,1714,22
912,1765,East,1707,44
913,1766,South,1942,22
914,1768,East,1938,44
915,1769,West,1624,22
916,1770,South,1377,0
917,1771,East,1625,0
918,1773,East,1699,22
919,1775,West,1295,22
920,1776,North,1486,44
921,1777,West,1698,22
922,1778,West,1535,0
923,1783,West,1356,0
924,1786,North,1729,22
925,1790,West,1802,22
926,1793,East,1752,0
927,1794,South,2624,32
928,1795,East,2164,32
929,1797,East,1837,22
930,1798,South,2099,22
931,1801,North,1435,32
932,1806,East,1620,0
933,1807,South,1417,32
934,1808,South,2546,64
935,1813,East,1739,0
936,1814,North,1119,22
937,1815,North,1450,0
938,1816,East,1424,22
939,1817,South,1362,0
940,1818,West,2199,22
941,1820,North,1609,32
942,1821,East,1634,32
943,1823,East,2334,0
944,1825,East,1641,0
945,1827,West,1605,0
946,1829,East,1975,44
947,1831,East,1454,0
948,1833,East,2252,22
949,1839,South,1780,32
950,1841,East,1801,22
951,1843,East,1369,0
952,1845,West,1848,44
953,1846,North,1943,22
954,1847,North,1670,64
955,1848,East,2052,44
956,1850,East,1647,32
957,1851,North,1541,22
958,1852,East,1709,22
959,1855,East,1584,32
960,1856,East,1420,0
961,1857,North,2095,22
962,1863,East,2067,22
963,1864,North,2116,32
964,1867,East,2948,22
965,1873,West,2000,0
966,1876,South,1348,0
967,1877,North,1823,0
968,1879,East,2188,32
969,1883,South,1628,0
970,1884,East,1809,0
971,1885,South,2251,44
972,1887,South,1334,0
973,1889,South,1749,44
974,1892,North,1504,32
975,1893,West,1653,0
976,1894,West,1371,0
977,1896,East,1752,22
978,1897,North,1665,0
979,1898,South,2682,44
980,1899,East,1313,22
981,1900,West,1617,44
982,1903,North,1493,32
983,1904,West,2347,32
984,1905,South,2640,64
985,1906,North,1805,0
986,1907,West,1406,0
987,1908,North,1743,22
988,1914,West,1803,32
989,1916,North,1629,32
990,1918,West,2162,32
991,1921,South,1480,22
992,1922,South,2802,22
993,1925,West,1697,32
994,1926,South,1522,0
995,1930,South,2093,64
996,1931,North,1481,32
997,1932,North,1711,22
998,1933,West,1707,32
999,1934,South,1450,0
1000,1937,South,1691,22
1001,1941,North,1735,0
1002,1943,East,2268,64
1003,1944,West,2812,0
1004,1945,North,1555,22
1005,1946,East,1561,0
1006,1947,East,1853,32
1007,1948,South,1570,22
1008,1951,East,2103,0
1009,1952,South,1320,0
1010,1956,West,2198,22
1011,1959,South,1448,0
1012,1962,West,1771,32
1013,1964,East,1488,0
1014,1969,South,1483,0
1015,1970,West,1669,0
1016,1971,South,1386,0
1017,1973,North,1479,0
1018,1975,West,1997,32
1019,1977,West,1772,22
1020,1978,East,1382,0
1021,1979,West,3108,0
1022,1980,North,1226,0
1023,1982,East,1512,0
1024,1983,West,2570,32
1025,1984,South,1476,32
1026,1985,East,1642,44
1027,1987,West,1439,0
1028,1988,South,2011,32
1029,1993,West,1338,0
1030,1994,South,1935,44
1031,1996,South,2233,44
1032,2000,West,1851,22
1033,2004,South,1302,0
1034,2005,West,1452,0
1035,2006,South,1496,0
1036,2008,East,1852,22
1037,2009,South,2230,44
1038,2012,West,2016,44
1039,2014,East,2571,64
1040,2015,West,2058,22
1041,2016,South,2202,64
1042,2017,East,1721,22
1043,2020,West,1632,0
1044,2023,East,1593,22
1045,2025,West,2664,64
1046,2028,North,1405,44
1047,2030,East,1506,32
1048,2033,West,1745,0
1049,2036,West,1914,0
1050,2037,West,1361,44
1051,2041,East,1499,44
1052,2042,East,2064,0
1053,2043,East,1431,0
1054,2047,South,1422,0
1055,2048,West,1453,22
1056,2049,South,2312,22
1057,2053,East,1881,22
1058,2055,East,2896,22
1059,2056,South,1836,32
1060,2057,East,2082,64
1061,2062,East,1987,32
1062,2063,North,1756,44
1063,2064,South,2003,0
1064,2068,West,2143,22
1065,2071,East,2453,32
1066,2073,North,2681,22
1067,2076,East,1979,44
1068,2077,South,2248,32
1069,2084,South,1586,32
1070,2088,North,1488,0
1071,2090,East,1626,0
1072,2092,East,1486,0
1073,2093,East,1968,32
1074,2094,South,1816,22
1075,2095,North,1934,64
1076,2096,West,1587,0
1077,2099,East,1382,22
1078,2101,West,1309,32
1079,2102,East,1514,22
1080,2105,East,2033,22
1081,2106,East,1678,0
1082,2107,West,1756,22
1083,2108,West,2302,32
1084,2109,South,1378,0
1085,2110,North,1480,0
1086,2111,North,1582,22
1087,2113,West,1439,22
1088,2116,West,1886,32
1089,2118,South,2194,22
1090,2119,South,1158,32
1091,2121,East,1746,22
1092,2123,East,3165,22
1093,2124,East,2214,44
1094,2125,East,2040,32
1095,2129,East,2244,22
1096,2131,East,1629,0
1097,2133,West,2149,22
1098,2135,South,1502,0
1099,2137,South,1600,22
1100,2138,East,1464,22
1101,2142,East,1350,22
1102,2145,East,1467,32
1103,2147,North,1821,22
1104,2148,East,2078,22
1105,2149,South,1719,0
1106,2152,West,1675,0
1107,2154,West,2651,0
1108,2155,East,1862,22
1109,2159,East,2016,32
1110,2160,West,1309,22
1111,2161,South,1388,22
1112,2164,North,1690,22
1113,2165,North,1895,32
1114,2166,South,2443,64
1115,2167,South,1505,0
1116,2169,North,1557,0
1117,2170,West,1563,0
1118,2171,East,1470,0
1119,2172,North,1740,32
1120,2173,East,1373,32
1121,2174,North,1466,0
1122,2175,West,1514,0
1123,2177,West,1315,0
1124,2178,West,1652,22
1125,2180,East,1830,0
1126,2181,East,2098,44
1127,2183,West,1673,22
1128,2185,North,1586,0
1129,2188,North,1986,22
1130,2189,West,1483,44
1131,2191,South,2643,22
1132,2195,North,1927,32
1133,2201,West,1448,0
1134,2204,South,1756,32
1135,2205,South,2211,22
1136,2206,South,2019,22
1137,2208,South,1830,22
1138,2209,East,1293,0
1139,2210,South,1562,0
1140,2211,East,1550,22
1141,2216,East,1892,64
1142,2217,East,1403,32
1143,2218,West,1730,64
1144,2221,South,1629,0
1145,2222,West,1687,0
1146,2223,South,1853,22
1147,2224,West,1352,0
1148,2225,East,1995,22
1149,2229,West,2312,32
1150,2230,South,2766,0
1151,2231,South,1890,22
1152,2232,East,1636,0
1153,2233,North,2205,0
1154,2234,West,2671,32
1155,2236,West,1456,0
1156,2237,West,1621,0
1157,2238,South,2323,0
1158,2239,South,3177,0
1159,2240,West,1501,32
1160,2241,North,2087,0
1161,2242,East,1461,0
1162,2243,East,1656,32
1163,2245,North,2025,22
1164,2246,South,3183,44
1165,2247,South,1551,0
1166,2249,North,1357,22
1167,2250,South,2054,22
1168,2251,East,1366,22
1169,2252,West,1591,0
1170,2253,East,1859,32
1171,2254,North,1853,32
1172,2255,East,2047,90
1173,2256,East,1803,0
1174,2258,East,2150,32
1175,2259,West,1939,22
1176,2262,West,1458,22
1177,2263,East,2070,32
1178,2264,South,1630,0
1179,2268,North,2098,22
1180,2270,South,1498,0
1181,2273,East,1807,44
1182,2275,West,1606,0
1183,2277,West,1302,0
1184,2279,West,2207,22
1185,2280,West,1326,22
1186,2282,East,2429,22
1187,2285,West,1384,0
1188,2286,North,1512,0
1189,2287,South,2160,44
1190,2288,South,1431,22
1191,2290,South,2506,22
1192,2291,North,2526,32
1193,2292,West,2049,44
